UID PID PPID C STIME TTY TIME CMD
geo 4624 4338 0 07:13 tty2 00:00:40 /snap/skype/134/usr/share/skypeforlinux/skypeforlinux --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --ms-disable-indexeddb-transaction-timeout --field-trial-handle=17406833894507117461,5401913944384603539,131072 --disable-features=PictureInPicture,SpareRendererForSitePerProcess --lang=en-US --app-path=/snap/skype/134/usr/share/skypeforlinux/resources/app.asar --enable-plugins --no-sandbox --no-zygote --preload=/snap/skype/134/usr/share/skypeforlinux/resources/app.asar/call-monitor/Preload.js --background-color=#fff --enable-websql --electron-shared-settings=eyJjci5jb21wYW55IjoiRWxlY3Ryb24iLCJjci5kdW1wcyI6IiIsImNyLmVuYWJsZWQiOmZhbHNlLCJjci5wcm9kdWN0IjoiRWxlY3Ryb24iLCJjci5zZXNzaW9uIjoiIiwiY3IudXJsIjoiIiwiY3IudmVyc2lvbiI6IiJ9 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=3084840904235158263 --renderer-client-id=9 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101 --skype-process-type=CallMonitor
geo 4824 3446 0 07:14 tty2 00:00:00 update-notifier
geo 4906 3446 0 07:15 tty2 00:00:00 /usr/lib/deja-dup/deja-dup-monitor
geo 6102 1 6 07:21 tty2 00:10:52 /usr/lib/firefox/firefox -new-window
geo 6160 6102 0 07:21 tty2 00:00:15 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 6223 6102 0 07:21 tty2 00:00:59 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6323 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 6285 6102 1 07:21 tty2 00:02:12 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7159 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 6337 6102 2 07:21 tty2 00:03:59 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 7159 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 6413 6102 0 07:22 tty2 00:00:15 /usr/lib/firefox/firefox -contentproc -childID 6 -isForBrowser -prefsLen 7620 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 6634 6102 0 07:25 tty2 00:00:26 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 8090 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 7216 6102 0 07:42 tty2 00:00:20 /usr/lib/firefox/firefox -contentproc -childID 10 -isForBrowser -prefsLen 8135 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 7304 6102 0 07:45 tty2 00:00:58 /usr/lib/firefox/firefox -contentproc -childID 11 -isForBrowser -prefsLen 8135 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 7420 6102 3 07:51 tty2 00:04:19 /usr/lib/firefox/firefox -contentproc -childID 12 -isForBrowser -prefsLen 8289 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 7779 3373 0 08:04 ? 00:00:03 /usr/bin/nautilus --gapplication-service
geo 8103 6102 0 08:13 tty2 00:00:03 /usr/lib/firefox/firefox -contentproc -parentBuildID 20200602222727 -prefsLen 8289 -prefMapSize 223978 -appdir /usr/lib/firefox/browser 6102 true rdd
root 8569 2 0 08:23 ? 00:00:00 [kworker/0:1-eve]
root 8922 2 0 08:45 ? 00:00:00 [kworker/2:1-eve]
root 8927 2 0 08:45 ? 00:00:00 [kworker/4:6-pm]
root 9190 2 0 08:45 ? 00:00:00 [kworker/6:8-eve]
geo 9364 3373 0 08:58 ? 00:00:02 gedit /home/geo/Programming/University/BachelorExamPrep/DB/ex3/ex3.txt
root 9413 2 0 09:01 ? 00:00:00 [kworker/0:0]
usbmux 9480 1 0 09:08 ? 00:00:00 /usr/sbin/usbmuxd --user usbmux --systemd
geo 9517 3586 0 09:08 ? 00:00:00 /usr/lib/gvfs/gvfsd-afc --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
geo 9542 3586 0 09:09 ? 00:00:00 /usr/lib/gvfs/gvfsd-gphoto2 --spawner :1.22 /org/gtk/gvfs/exec_spaw/2
root 9884 2 0 09:11 ? 00:00:00 [kworker/7:8-eve]
root 10169 2 0 09:13 ? 00:00:00 [kworker/3:8-eve]
root 10228 2 0 09:19 ? 00:00:00 [kworker/3:0-eve]
root 10269 2 0 09:20 ? 00:00:00 [kworker/7:1-eve]
root 10337 2 0 09:20 ? 00:00:00 [kworker/5:2-eve]
root 10445 2 0 09:26 ? 00:00:00 [kworker/1:1-rcu]
geo 10607 3578 0 09:38 tty2 00:00:06 /usr/share/discord/Discord
geo 10612 10607 0 09:38 tty2 00:00:00 /usr/share/discord/Discord --type=zygote
root 10613 2 0 09:38 ? 00:00:01 [kworker/u16:3-e]
geo 10615 10612 0 09:38 tty2 00:00:00 /usr/share/discord/Discord --type=zygote
geo 10640 10607 0 09:38 tty2 00:00:01 /usr/share/discord/Discord --type=gpu-process --field-trial-handle=5886801238216781492,8391296169163873074,131072 --disable-features=SpareRendererForSitePerProcess --gpu-preferences=KAAAAAAAAAAgAAAgAAAAAAAAYAAAAAAAEAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAA --service-request-channel-token=1558144971849747520
geo 10646 10607 0 09:38 tty2 00:00:00 /usr/share/discord/Discord --type=utility --field-trial-handle=5886801238216781492,8391296169163873074,131072 --disable-features=SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --service-request-channel-token=6094309618271834512 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
geo 10650 10640 0 09:38 tty2 00:00:00 /usr/share/discord/Discord --type=broker
geo 10685 10607 1 09:38 tty2 00:00:16 /usr/share/discord/Discord --type=renderer --autoplay-policy=no-user-gesture-required --field-trial-handle=5886801238216781492,8391296169163873074,131072 --disable-features=SpareRendererForSitePerProcess --lang=en-US --app-path=/usr/share/discord/resources/app.asar --no-sandbox --no-zygote --native-window-open --preload=/home/geo/.config/discord/0.0.10/modules/discord_desktop_core/core.asar/app/mainScreenPreload.js --background-color=#202225 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=3572243785767370432 --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
root 11102 2 0 09:42 ? 00:00:00 [kworker/6:1-eve]
root 11114 2 0 09:42 ? 00:00:00 [kworker/5:1]
root 11129 2 0 09:43 ? 00:00:01 [kworker/u16:0-e]
root 11138 2 0 09:44 ? 00:00:00 [kworker/1:0-eve]
root 11297 2 0 09:46 ? 00:00:00 [kworker/4:1]
geo 11309 3586 0 09:46 ? 00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
geo 11376 3586 0 09:46 ? 00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/15
root 11393 2 0 09:46 ? 00:00:00 [kworker/2:2-eve]
root 11516 2 0 09:50 ? 00:00:00 [kworker/u16:2-e]
geo 11547 4338 0 09:52 tty2 00:00:00 [skypeforlinux] <defunct>
geo 11578 3373 0 09:54 ? 00:00:02 /usr/lib/gnome-terminal/gnome-terminal-server
geo 11588 11578 0 09:54 pts/0 00:00:00 bash
root 11642 2 0 09:57 ? 00:00:00 [kworker/1:2]
root 11646 2 0 09:57 ? 00:00:00 [kworker/u16:1-e]
geo 11723 6102 15 10:01 tty2 00:00:09 /usr/lib/firefox/firefox -contentproc -childID 21 -isForBrowser -prefsLen 8574 -prefMapSize 223978 -parentBuildID 20200602222727 -appdir /usr/lib/firefox/browser 6102 true tab
geo 11786 11588 0 10:02 pts/0 00:00:00 ps -ef
geo 11787 11588 0 10:02 pts/0 00:00:00 sed s/ \+/ /g
